PLN-MM/YY,Sales_Doc.,Item,V,Loaded_line,New_Plan,Sold_to_party,Country_Key,Destination,Material,CUST_THICKNESS,CUST_WIDTH,KS_GRADE01,ZINC01,Remain_GRF,Destination,Creation,CBE$,BM$
202411,30087185,10,3008718510,CR,2025 Feb,L0233,Egypt,Local,CRNF,1.6,724,DC06,,15.895,Large Corporate,EXW,2410,777
202412,30094123,30,3009412330,HP,2025 Feb,L0235,Egypt,Local,HFCF,1.5,1262,DD11,,361.1,Large Corporate,CPT,1970,206
202412,30093534,20,3009353420,GI,2025 Feb,L0196,Egypt,Local,GCCF,0.4,1250,DX51D,60,70.48,Corporate,CPT,2230,748
202503,35006427,150,35006427150,CR,2025 Feb,E0203,Bulgaria,Export,CRCF,,1250,DC01,,30,Europe,CIF,2390,2390
202502,35006460,70,3500646070,CR,2025 Feb,E0161,Turkey,Export,CRCF,0.72,1200,DC01,,919.65,Europe,CFR,2590,2590
202501,30095738,30,3009573830,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.4,687,DC01,,46.18,High Tech industries,CPT,2490,755
202412,30093534,10,3009353410,GI,2025 Feb,L0196,Egypt,Local,GCCF,0.35,1250,DX51D,60,40,Corporate,,2430,757
202412,30094455,40,3009445540,HP,2025 Feb,L0281,Egypt,Local,HFRF,1.8,500,DD13,,50,Large Corporate,CPT,2550,747
202410,30092185,10,3009218510,GI,2025 Feb,L0196,Egypt,Local,GCNF,0.4,685,DX51D,80,21.23,Corporate,CPT,1750,781
202501,30094419,30,3009441930,CR,2025 Feb,L0172,Egypt,Local,CRSF,0.57,500,,,55,Large Corporate,CPT,2750,747
202502,30096672,30,3009667230,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.6,1225,DC01,,60,High Tech industries,CPT,2490,755
202409,35006193,120,35006193120,GI,2025 Feb,E0200,Algeria,Export,GCCF,1.15,1250,DX51D,80,244.09,Middle East,CFR,2430,2430
202501,30094784,80,3009478480,HP,2025 Feb,L0235,Egypt,,HFCF,1.5,1262,DD11,,120,Large Corporate,CPT,1970,682
202412,30093534,60,3009353460,GI,2025 Feb,L0196,Egypt,Local,GCRF,0.35,45,DX51D,60,25.15,Corporate,CPT,2830,757
202501,35006345,90,3500634590,GI,2025 Feb,E0074,Cyprus,Export,GCCF,0.75,1250,S350GD,275,50,Europe,CIF,2890,2890
202501,30094565,10,3009456510,GI,2025 Feb,L0270,Egypt,Local,GCCF,0.5,1250,DX51D,100,71.985,Large Corporate,CPT,2030,777
202502,30096621,10,3009662110,CR,2025 Feb,L0270,Egypt,Local,CRCF,0.6,1250,DC03,,101,Large Corporate,CPT,2310,2310
202501,35006413,10,3500641310,GI,2025 Feb,E0148,Cote d'Ivoire,Export,GCCF,0.65,1000,DX51D,80,7.33,Africa,CFR,2710,2710
202411,30092577,200,30092577200,GI,2025 Feb,L0218,Egypt,Local,GCRF,0.3,90,,60,30.45,High Tech industries,CPT,2750,844
202409,35006193,130,35006193130,GI,2025 Feb,E0200,Algeria,Export,GCCF,1.35,1250,DX51D,80,220.73,Middle East,CFR,2230,2230
202412,35006323,20,3500632320,GI,2025 Feb,E0077,Greece,Export,GCCF,1.6,1250,DX51D,100,109.34,Europe,,1990,1990
202412,30093248,10,3009324810,GI,2025 Feb,L0073,Egypt,Local,GCCF,0.3,1250,DX51D,60,55.41,Large Corporate,CPT,2430,787
202412,35006347,50,3500634750,GI,2025 Feb,E0211,Saudi Arabia,Export,GCCF,1.5,1220,DX51D,120,129.7,Middle East,CIF,2230,2230
202412,30094417,110,30094417110,CR,2025 Feb,L0172,Egypt,Local,CRSF,0.87,747,DC04EK,,17.5,Large Corporate,CPT,2750,747
202409,35006193,40,3500619340,GI,2025 Feb,E0200,Algeria,Export,GCCF,0.95,1000,DX51D,80,139.78,Middle East,CFR,2430,2430
202502,35006460,60,3500646060,CR,2025 Feb,E0161,Turkey,Export,CRCF,0.63,1200,DC01,,500,Europe,CFR,2590,2590
202502,30093370,30,3009337030,CR,2025 Feb,L0183,Egypt,Local,CRCF,1.2,1250,DC01,,150,Service Center,EXW,1710,708
202501,30094419,10,3009441910,CR,2025 Feb,L0172,Egypt,Local,CRSF,0.57,500,DC04EK,,53,Large Corporate,CPT,2750,747
202501,35006411,20,3500641120,CR,2025 Feb,E0023,Kenya,Export,CRSF,0.8,660,DC01,,55,Africa,CFR,3390,3390
202501,30094419,80,3009441980,CR,2025 Feb,L0172,Egypt,Local,CRSF,0.87,747,DC04EK,,30.37,Large Corporate,CPT,2750,747
202501,30094507,20,3009450720,GI,2025 Feb,L0260,Egypt,Local,GCCF,1,1250,DX51D,275,32.91,Corporate,,2430,894
202501,30092620,30,3009262030,PP,2025 Feb,L0270,Egypt,Local,PONF,0.4,578,DX51D,100,55,Large Corporate,CPT,2490,1123
202502,30093196,20,3009319620,CR,2025 Feb,L0131,Egypt,,CRCF,0.5,1000,DC01,,150,Service Center,EXW,1710,715
202501,30094728,10,3009472810,CR,2025 Feb,L0027,Egypt,Local,CRRF,0.9,545,DC01,,82.98,High Tech industries,CPT,2630,2630
202501,30094855,30,3009485530,CR,2025 Feb,L0191,Egypt,Local,CRCF,0.94,1291,DC01,,42.04,Large Corporate,CPT,2310,817
202502,30094883,10,3009488310,CR,2025 Feb,L0168,Egypt,Local,CRRF,0.75,75,DC01,,150,Corporate,CPT,2710,724
202501,30094855,70,3009485570,CR,2025 Feb,L0191,Egypt,Local,CRCF,0.65,1005,DC01,,76.86,Large Corporate,CPT,1910,817
202501,30094419,90,3009441990,CR,2025 Feb,L0172,Egypt,Local,CRSF,0.67,575,DC04EK,,30,Large Corporate,CPT,2750,747
202409,35006193,140,35006193140,GI,2025 Feb,E0200,Algeria,Export,GCCF,1.45,1250,DX51D,80,61.79,Middle East,CFR,2230,2230
202409,35006193,30,3500619330,GI,2025 Feb,E0200,Algeria,,GCCF,0.85,1000,DX51D,80,160,Middle East,CFR,2430,2430
202501,35006445,10,3500644510,CR,2025 Feb,E0021,Turkey,Export,CRRF,0.6,500,DC04EK,,100,Europe,CIF,3170,3170
202501,30094784,60,3009478460,HP,2025 Feb,L0235,Egypt,Local,HFRF,2,570,DD14,,60,Large Corporate,CPT,2550,682
202409,35006118,350,35006118350,GI,2025 Feb,E0194,Canada,Export,GCNF,0.991,984.2,S280GD,275,117.72,North America,FOB,3050,3050
202502,35006443,10,3500644310,CR,2025 Feb,E0148,Senegal,Export,CRNF,0.78,915,DC01,,26.33,Africa,CFR,3250,3250
202412,30092047,20,3009204720,PP,2025 Feb,L0286,Egypt,Local,POCF,0.5,1250,DX51D,180,61.94,Corporate,CPT,1970,955
202501,35006411,30,3500641130,CR,2025 Feb,E0023,Kenya,Export,CRCF,0.6,1180,,,22,Africa,CFR,3130,3130
202503,35006427,120,35006427120,CR,2025 Feb,E0203,Bulgaria,Export,CRCF,0.5,1000,DC01,,50,Europe,,2430,2430
202502,30096672,10,3009667210,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.6,860,DC01,,49.76,High Tech industries,CPT,2490,2490
202409,35006193,50,3500619350,GI,2025 Feb,E0200,Algeria,Export,GCCF,1.15,1000,DX51D,80,200,Middle East,CFR,2430,2430
202501,35006393,40,3500639340,CR,2025 Feb,E0082,Kenya,Export,CRSF,0.85,912,DC01,,28.88,Africa,CFR,3390,3390
202503,35006428,20,3500642820,CR,2025 Feb,E0067,Italy,Export,CRNF,0.3,720,DC03,,50,Europe,CFR,2910,2910
202503,35006428,10,3500642810,CR,2025 Feb,E0067,Italy,Export,CRNF,0.3,760,DC03,,50,Europe,CFR,2910,2910
202501,35006389,10,3500638910,GI,2025 Feb,E0077,Greece,Export,GCNF,0.45,990,DX51D,200,56.1,Europe,FOB,2310,2310
202501,30091909,20,3009190920,GI,2025 Feb,L0193,Egypt,Local,GCCF,0.8,1250,DX51D,275,5.98,Stocking and Distrib,EXW,1830,894
202502,30096676,20,3009667620,CR,2025 Feb,L0288,Egypt,Local,CRRF,0.6,453,S235M,,5,Large Corporate,EXW,2490,757
202502,35006449,10,3500644910,CR,2025 Feb,E0004,Kenya,Export,CRSF,0.8,,DC01,,25,Africa,CFR,3390,3390
202503,35006462,10,3500646210,CR,2025 Feb,E0073,Slovenia,Export,CRRF,,55.8,DC04,,150,Europe,CIF,2970,2970
202502,30096676,10,3009667610,CR,2025 Feb,L0288,Egypt,Local,CRRF,0.6,348,S235M,,5,Large Corporate,EXW,2490,757
202412,30094123,40,3009412340,HP,2025 Feb,L0235,Egypt,Local,HFRF,1.5,540,DD14,,5,Large Corporate,CPT,2550,206
202503,35006427,190,35006427190,CR,2025 Feb,E0203,Bulgaria,Export,CRCF,1.5,1250,DC01,,50,Europe,CIF,2390,2390
202412,30092378,60,3009237860,PP,2025 Feb,L0018,Egypt,Local,POCF,0.7,1250,C280GD,180,100,Large Corporate,EXW,2150,889
202502,30096617,80,3009661780,CR,2025 Feb,L0107,Egypt,Local,CRSF,1.5,1000,DC01,,35,High Tech industries,CPT,2290,228
202409,35006193,70,3500619370,GI,2025 Feb,E0200,Algeria,Export,GCCF,1.45,1000,DX51D,80,120,Middle East,CFR,2230,2230
202502,30096420,10,3009642010,CR,2025 Feb,L0191,Egypt,Local,CRNF,0.94,,DC01,,45.9,Large Corporate,CPT,2430,792
202412,30092047,30,3009204730,PP,2025 Feb,L0286,Egypt,Local,POCF,0.4,1250,DX51D,60,12.89,Corporate,CPT,1970,900
202502,30096672,40,3009667240,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.6,992,DC01,,60,High Tech industries,CPT,2490,755
202503,35006427,140,35006427140,CR,2025 Feb,E0203,Bulgaria,Export,CRCF,0.7,1000,DC01,,20,Europe,CIF,2590,2590
202412,35006226,20,3500622620,CR,2025 Feb,E0118,Slovenia,Export,CRRF,0.5,55.8,DC04,,25,Europe,CFR,3170,3170
202502,30094787,10,3009478710,CR,2025 Feb,L0235,Egypt,Local,CRSF,0.7,1250,DC01,,50,Large Corporate,CPT,2570,767
202501,35006394,20,3500639420,GI,2025 Feb,E0121,Kenya,Export,GCSF,0.5,1220,DX51D,120,8.83,Africa,,3150,3150
202501,30094728,50,3009472850,CR,2025 Feb,L0027,Egypt,Local,CRRF,1,190,DC01,,5.17,High Tech industries,,2630,757
202501,30092580,10,3009258010,GI,2025 Feb,L0016,Egypt,Local,GCRF,0.3,36,DX52D,60,48.24,High Tech industries,EXW,2530,817
202503,35006427,130,35006427130,CR,2025 Feb,E0203,Bulgaria,Export,CRCF,0.6,1000,DC01,,20,Europe,CIF,2590,2590
202412,35006299,10,3500629910,GI,2025 Feb,E0018,Cyprus,Export,GCRF,1.6,349,S280GD,275,6.31,Europe,CIF,2910,2910
202501,30094855,20,3009485520,CR,2025 Feb,L0191,Egypt,Local,CRCF,0.94,1000,DC01,,19.23,Large Corporate,CPT,2310,817
202410,30089996,80,3008999680,GI,2025 Feb,L0238,Egypt,Local,GCNF,0.4,685,DX51D,80,29.67,Large Corporate,CPT,2350,2350
202501,30094839,30,3009483930,CR,2025 Feb,L0321,Egypt,Local,CRCF,1.5,1200,DC03,,3.1,High Tech industries,CPT,2030,759
202501,35006438,190,35006438190,GI,2025 Feb,E0194,Canada,Export,GCCF,0.61,1219.2,DX51D,180,75,North America,FOB,2730,2730
202412,30093856,20,3009385620,GI,2025 Feb,L0168,Egypt,Local,GCRF,0.75,,DX51D,110,20,Corporate,CPT,2230,834
202501,30095738,90,3009573890,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.4,500,DC01,,20,High Tech industries,CPT,2490,755
202412,30094417,210,30094417210,GI,2025 Feb,L0172,Egypt,Local,GCSF,0.5,380,DX54D,101,23.465,Large Corporate,CPT,2490,868
202503,35006427,100,35006427100,CR,2025 Feb,E0203,Bulgaria,Export,CRCF,0.3,1000,DC01,,20,Europe,CIF,2790,2790
202503,35006427,110,35006427110,CR,2025 Feb,E0203,Bulgaria,Export,CRCF,0.4,1000,DC01,,20,Europe,CIF,2590,2590
202501,30092580,20,3009258020,GI,2025 Feb,L0016,Egypt,Local,GCRF,0.35,126,DX52D,60,137.29,High Tech industries,EXW,2530,817
202501,35006408,20,3500640820,GI,2025 Feb,L0041,Egypt,Export,GCCF,0.7,1219,S350GD,180,50,Middle East,CPT,2250,2250
202501,30095738,40,3009573840,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.4,704,DC01,,45.73,High Tech industries,CPT,2490,755
202502,30094883,30,3009488330,CR,2025 Feb,L0168,Egypt,Local,CRRF,0.2,40,DC01,,20,Corporate,CPT,2910,755
202502,30093926,10,3009392610,PP,2025 Feb,L0153,Egypt,Local,POCF,0.5,,DX51D,180,250,Large Corporate,EXW,1970,1062
202501,30094419,160,30094419160,GI,2025 Feb,L0172,Egypt,Local,GCSF,0.8,560,DX54D,101,69,Large Corporate,CPT,2670,827
202501,30095738,50,3009573850,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.4,744,DC01,,30.1,High Tech industries,CPT,2490,755
202502,30096420,40,3009642040,CR,2025 Feb,L0191,Egypt,Local,CRSF,,1175,DC01,,50,Large Corporate,CPT,2370,792
202501,30092576,10,3009257610,PP,2025 Feb,L0270,Egypt,Local,PORF,0.7,314,DX51D,100,23.92,Large Corporate,CPT,2770,1021
202501,30094868,110,30094868110,GI,2025 Feb,L0130,Egypt,Local,GCNF,0.6,735,DX51D,60,65,Large Corporate,CPT,1950,796
202412,30094417,70,3009441770,CR,2025 Feb,L0172,Egypt,Local,CRSF,0.57,750,DC04EK,,14.47,Large Corporate,CPT,2750,747
202412,30094123,80,3009412380,HP,2025 Feb,L0235,Egypt,Local,HFRF,2,570,,,45.79,Large Corporate,CPT,2370,206
202501,30094419,60,3009441960,CR,2025 Feb,L0172,Egypt,Local,CRSF,0.67,600,DC04EK,,28.33,Large Corporate,CPT,2750,747
202501,30095738,100,30095738100,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.4,,DC01,,20,High Tech industries,CPT,2490,755
202501,35006399,40,3500639940,GI,2025 Feb,E0185,Trinidad and Tobago,Export,GCRF,,318,S280GD,275,18.68,South America,CFR,3110,3110
202412,30094455,30,3009445530,HP,2025 Feb,L0281,Egypt,Local,HFSF,1.8,1222.5,DD13,,8,Large Corporate,CPT,2410,747
202502,35006424,60,3500642460,CR,2025 Feb,E0118,Slovenia,Export,CRRF,0.4,40.5,DC04,,25,Europe,CIF,3170,3170
202501,30096569,30,3009656930,CR,2025 Feb,L0003,Egypt,Local,CRSF,,488,DC01,,20,High Tech industries,CPT,2290,755
202501,35006438,210,35006438210,GI,2025 Feb,E0194,Canada,Export,GCCF,0.483,1219.2,DX51D,180,100,North America,FOB,2730,2730
202501,30094868,60,3009486860,CR,2025 Feb,L0130,Egypt,Local,CRRF,0.6,530,DC01,,22.59,Large Corporate,CPT,2310,2310
202502,30096617,50,3009661750,CR,2025 Feb,L0107,Egypt,Local,CRSF,1.4,1250,DC01,,8.3,High Tech industries,CPT,2290,228
202501,30094868,20,3009486820,CR,2025 Feb,L0130,Egypt,Local,CRRF,0.6,498,DC01,,9.52,Large Corporate,CPT,2310,765
202412,30093504,20,3009350420,PP,2025 Feb,L0241,Egypt,Local,POCF,0.7,1250,DX51D,120,8.52,Service Center,,1770,896
202412,35006301,130,35006301130,GI,2025 Feb,E0203,Bulgaria,Export,GCCF,1.2,1000,DX51D,100,7.9,Europe,CIF,2510,2510
202410,35006200,20,3500620020,PP,2025 Feb,E0171,Romania,Export,POCF,0.25,1000,DX51D,80,33.19,Europe,,2850,2850
202501,30092580,30,3009258030,GI,2025 Feb,L0016,Egypt,Local,GCRF,0.35,183,DX52D,60,111.7,High Tech industries,EXW,2530,817
202501,30096569,120,30096569120,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.5,752,DC01,,60,High Tech industries,,2090,755
202502,30096676,30,3009667630,CR,2025 Feb,L0288,Egypt,Local,CRRF,0.8,95,S235M,,10,Large Corporate,EXW,2490,757
202502,30093423,50,3009342350,CR,2025 Feb,L0104,Egypt,Local,CRCF,1,1000,DC01,,5.01,Service Center,EXW,1710,719
202412,30094417,40,3009441740,CR,2025 Feb,L0172,Egypt,Local,CRSF,0.57,500,DC04EK,,21.96,Large Corporate,CPT,2750,747
202501,30095738,110,30095738110,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.4,752,DC01,,20,High Tech industries,CPT,2490,755
202501,30094868,100,30094868100,CR,2025 Feb,L0130,Egypt,Local,CRRF,0.6,550,DC04EK,,10,Large Corporate,CPT,2490,780
202501,30095738,120,30095738120,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.4,760,DC01,,20,High Tech industries,CPT,2490,755
202501,30094868,50,3009486850,CR,2025 Feb,L0130,Egypt,Local,CRRF,0.6,336,DC01,,5.78,Large Corporate,CPT,2310,746
202411,35006265,60,3500626560,PP,2025 Feb,E0104,USA,Export,PORF,0.304,,DX51D,120,20,North America,CFR,3450,3450
202412,30092457,120,30092457120,GI,2025 Feb,L0106,Egypt,Local,GCRF,0.35,66.5,DX51D,90,19.39,Corporate,CPT,2830,810
202412,30093505,20,3009350520,GI,2025 Feb,L0144,Egypt,Local,GCCF,1.2,1220,DX51D,80,12.36,Corporate,EXW,1830,691
202501,30095738,300,30095738300,CR,2025 Feb,L0003,Egypt,Local,CRNF,0.4,818,DC01,,20,High Tech industries,CPT,2350,219
202411,30092033,10,3009203310,PP,2025 Feb,L0132,Egypt,Local,POCF,0.5,1250,DX51D,180,74.06,Corporate,EXW,1970,953
202412,30094475,10,3009447510,PP,2025 Feb,L0249,Egypt,Local,POGF,0.5,1250,DX51D,180,10,Projects,EXW,2290,1101
202412,35006400,20,3500640020,CR,2025 Feb,E0134,Bulgaria,Export,CRSF,1.5,1000,DC01,-,23,Europe,CFR,2490,2490
202502,30096617,70,3009661770,CR,2025 Feb,L0107,Egypt,Local,CRSF,1.2,1000,DC01,,25,High Tech industries,CPT,2490,228
202501,30093594,60,3009359460,GI,2025 Feb,L0238,Egypt,Local,GCNF,0.4,943,DX51D,80,25,Large Corporate,CPT,2350,883
202501,35006363,50,3500636350,CR,2025 Feb,E0118,Slovenia,Export,CRRF,0.6,40.5,DC04,,50,Europe,CIF,3170,3170
202502,30093764,110,30093764110,CR,2025 Feb,E0114,Egypt,Local,CRCF,1,1250,DC01,,30,Large Corporate,EXW,1910,708
202501,30093594,90,3009359490,GI,2025 Feb,L0238,Egypt,Local,GCNF,0.4,685,DX51D,80,100,Large Corporate,CPT,2350,883
202501,30094784,70,3009478470,HP,2025 Feb,L0235,Egypt,Local,HFCF,1.5,1000,DD13,,82.95,Large Corporate,CPT,2150,682
202412,35006282,120,35006282120,GI,2025 Feb,E0093,Italy,Export,GCCF,1.5,1000,DX51D,80,75,Europe,CIF,2310,2310
202502,30096490,10,3009649010,CR,2025 Feb,L0029,Egypt,Local,CRRF,0.75,75,DC01,,100,Corporate,CPT,2710,731
202412,30093504,110,30093504110,PP,2025 Feb,L0241,Egypt,Local,POCF,0.5,1250,DX51D,180,75,Service Center,,1770,1770
202412,30094417,20,3009441720,CR,2025 Feb,L0172,Egypt,Local,CRSF,0.57,495,DC04EK,,7.375,Large Corporate,CPT,2750,2750
202411,35006227,120,35006227120,GI,2025 Feb,E0194,Canada,Export,GCCF,0.483,1219.2,S550GD,180,50,North America,FOB,2910,2910
202501,30096569,40,3009656940,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.5,505,DC01,,30,High Tech industries,CPT,2490,755
202412,30094123,10,3009412310,HP,2025 Feb,L0235,Egypt,Local,HFCF,,1000,DD13,,127.14,Large Corporate,CPT,2150,206
202412,35006323,30,3500632330,GI,2025 Feb,E0077,Greece,Export,GHCF,2.5,1250,DX51D,100,11.42,Europe,FOB,1990,1990
202502,35006455,10,3500645510,PP,2025 Feb,E0096,Kenya,Export,POCF,0.25,,DX51D,80,25,Africa,CFR,3390,3390
202501,35006371,10,3500637110,GI,2025 Feb,E0015,Romania,Export,GCCF,0.48,1250,DX51D,100,50,Europe,FOB,2190,2190
202501,35006438,50,3500643850,GI,2025 Feb,E0194,Canada,Export,GCCF,0.419,1219.2,S280GD,120,100,North America,FOB,2730,2730
202501,35006313,10,3500631310,GI,2025 Feb,E0071,USA,Export,GCCF,0.254,1219,DX51D,90,50,North America,FOB,2590,2590
202412,30093505,10,3009350510,GI,2025 Feb,L0144,Egypt,Local,GCCF,1.8,1220,DX51D,80,10.71,Corporate,EXW,1630,688
202412,35006264,40,3500626440,GI,2025 Feb,E0018,Cyprus,Export,GHNF,2,860,DX51D,200,25,Europe,CIF,2270,2270
202503,35006427,240,35006427240,CR,2025 Feb,E0203,Bulgaria,Export,CRSF,2,1000,DC01,,25,Europe,CIF,2650,2650
202502,30096621,50,3009662150,GI,2025 Feb,L0270,Egypt,Local,GCCF,0.5,1000,DX51D,100,10,Large Corporate,CPT,2230,857
202410,30090432,50,3009043250,GI,2025 Feb,L0304,Egypt,Local,GCNF,0.4,685,DX51D,80,15.12,Corporate,CPT,2350,799
202503,35006427,230,35006427230,CR,2025 Feb,E0203,Bulgaria,Export,CRSF,1,1000,DC01,,25,Europe,CIF,2850,2850
202412,35006342,10,3500634210,GI,2025 Feb,E0099,Puerto Rico,Export,GCCF,1.77,400,S350GD,275,9.11,North America,CFR,3230,3230
202412,30094531,10,3009453110,CR,2025 Feb,L0177,Egypt,Local,CRCF,0.8,1000,DC04EK,,9,High Tech industries,EXW,2010,734
202502,30094787,20,3009478720,CR,2025 Feb,L0235,Egypt,Local,CRSF,0.7,1000,DC01,,7,Large Corporate,CPT,2570,767
202411,30092577,60,3009257760,GI,2025 Feb,L0218,Egypt,Local,GCRF,0.4,90,DX51D,40,31.5,High Tech industries,CPT,2730,784
202411,35006281,20,3500628120,PP,2025 Feb,E0104,USA,Export,PORF,0.304,107.95,DX51D,120,33.79,North America,,3290,3290
202411,30092577,180,30092577180,GI,2025 Feb,L0218,Egypt,Local,GCRF,0.3,45,DX51D,60,32.36,High Tech industries,CPT,2750,844
202502,35006294,30,3500629430,CR,2025 Feb,E0091,Bulgaria,Export,CRCF,1.2,1000,DC01,,25,Europe,CFR,2590,2590
202501,30096569,100,30096569100,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.5,747,DC01,,20.05,High Tech industries,CPT,2490,755
202409,35006193,10,3500619310,GI,2025 Feb,E0200,Algeria,Export,GCCF,0.55,1000,DX51D,80,109.52,Middle East,CFR,2270,2270
202501,30096569,110,30096569110,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.5,750,DC01,,40,High Tech industries,CPT,2490,755
202501,30096569,90,3009656990,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.5,735,DC01,,34.94,High Tech industries,CPT,2490,755
202501,35006405,40,3500640540,GI,2025 Feb,E0180,Uganda,Export,GCSF,1.45,1220,DX51D,120,12.48,Africa,CPT,3110,3110
202501,30094785,50,3009478550,GI,2025 Feb,L0235,Egypt,Local,GCNF,1,,DX51D,100,7,Large Corporate,CPT,1950,817
202412,30093534,40,3009353440,GI,2025 Feb,L0196,Egypt,Local,GCCF,0.6,1250,DX51D,60,55,Corporate,CPT,2230,730
202409,35006193,90,3500619390,GI,2025 Feb,E0200,Algeria,Export,GHCF,1.9,1000,DX51D,80,140,Middle East,CFR,2230,2230
202501,30095738,70,3009573870,CR,2025 Feb,L0003,Egypt,Local,CRSF,0.4,906,DC01,,45.22,High Tech industries,CPT,2490,755
202412,35006396,20,3500639620,GI,2025 Feb,E0037,Brazil,Export,GCRF,0.4,567,DX51D,150,8,South America,FOB,3130,3130
202502,30094787,30,3009478730,GI,2025 Feb,L0235,Egypt,Local,GCSF,0.7,1000,DX51D,100,7,Large Corporate,CPT,2490,817
202502,30096678,40,3009667840,CR,2025 Feb,L0288,Egypt,Local,CRRF,0.6,502,DC01,,50,Large Corporate,EXW,2310,750
202412,30090760,150,30090760150,PP,2025 Feb,L0217,Egypt,Local,POCF,0.5,1250,DX51D,180,78.96,Service Center,EXW,1770,888
202501,30094868,160,30094868160,GI,2025 Feb,L0130,Egypt,Local,GHSF,2,1000,DX51D,60,50,Large Corporate,CPT,1890,778
202412,35006400,10,3500640010,CR,2025 Feb,E0134,Bulgaria,Export,CRSF,1.2,1000,DC01,-,23,Europe,CFR,2850,2850
202501,30093594,40,3009359440,GI,2025 Feb,L0238,Egypt,Local,GCCF,0.4,1220,DX51D,80,50,Large Corporate,CPT,2230,870
202412,30093502,20,3009350220,GI,2025 Feb,L0241,Egypt,Local,GCCF,0.3,1250,DX51D,60,50,Service Center,,1830,764
202411,30091907,130,30091907130,GI,2025 Feb,L0106,Egypt,Local,GCRF,0.35,91.5,DX51D,90,15,Corporate,CPT,2830,810
202501,35006411,10,3500641110,CR,2025 Feb,E0023,Kenya,Export,CRSF,0.8,920,DC01,,55,Africa,CFR,3390,3390
202412,30090718,70,3009071870,GI,2025 Feb,L0231,Egypt,Local,GHCF,2,1000,DX51D,60,19.26,Service Center,EXW,1430,649
202412,35006354,10,3500635410,PP,2025 Feb,E0096,Kenya,Export,POCF,0.25,1000,DX51D,80,9.24,Africa,CFR,3390,3390
202501,35006438,230,35006438230,GI,2025 Feb,E0194,Canada,Export,GCCF,0.419,1219.2,S220GD,90,100,North America,FOB,2730,2730
202411,35006266,20,3500626620,GI,2025 Feb,E0194,Canada,Export,GCCF,0.61,1219.2,DX51D,275,15.21,North America,FOB,2930,2930
202412,30094568,60,3009456860,GI,2025 Feb,L0270,Egypt,Local,GCCF,0.7,1250,DX51D,100,14.86,Large Corporate,CPT,2230,776
202501,30094728,80,3009472880,CR,2025 Feb,L0027,Egypt,Local,CRRF,0.8,265,DC01,,21.54,High Tech industries,,2630,747
202409,35006118,340,35006118340,GI,2025 Feb,E0194,Canada,Export,GCNF,1.245,984.2,S280GD,275,77.7,North America,FOB,2850,2850
202501,35006431,20,3500643120,GI,2025 Feb,E0183,Uganda,Export,GHSF,2,1219,DX51D,120,28,Africa,CFR,3110,3110
202410,30090338,10,3009033810,PP,2025 Feb,L0270,Egypt,Local,POSF,0.5,769.5,DX51D,100,4.6,Large Corporate,CPT,2630,1140
202411,30092194,50,3009219450,PP,2025 Feb,L0073,Egypt,Local,PYNF,0.4,765,DX51D,60,51.48,Large Corporate,CPT,2490,1024
202412,30094417,160,30094417160,GI,2025 Feb,L0172,Egypt,Local,GCNF,0.8,917,DX51D,101,12.1,Large Corporate,CPT,2350,797
202409,30090505,60,3009050560,PP,2025 Feb,L0073,Egypt,Local,PYNF,0.4,695,DX51D,60,9.43,Large Corporate,CPT,2490,1015
202501,35006305,10,3500630510,GI,2025 Feb,E0071,USA,Export,GCCF,0.285,1038,DX51D,90,36.25,North America,FOB,2590,2590
202502,30094883,20,3009488320,CR,2025 Feb,L0168,Egypt,Local,CRRF,0.2,30,DC01,,10,Corporate,CPT,2910,755
202412,30090718,50,3009071850,GI,2025 Feb,L0231,Egypt,Local,GCCF,1.5,1250,DX51D,60,60,Service Center,EXW,1430,642
202501,30096569,160,30096569160,CR,2025 Feb,L0003,Egypt,Local,CRNF,0.5,760,DC01,,10,High Tech industries,CPT,2350,746
202412,30094417,120,30094417120,CR,2025 Feb,L0172,Egypt,Local,CRSF,0.67,575,DC04EK,,13.34,Large Corporate,CPT,2750,747
202412,30093881,20,3009388120,PP,2025 Feb,L0122,Egypt,Local,POSF,0.5,1000,DX51D,120,10,Service Center,EXW,2030,1056
202502,35006432,10,3500643210,CR,2025 Feb,E0060,Bulgaria,Export,CRCF,0.9,,DC01,,9.98,Europe,CFR,2590,2590
202412,35006343,10,3500634310,GI,2025 Feb,E0203,Bulgaria,Export,GCCF,0.5,1250,DX54D,100,50,Europe,CIF,2690,2690
